realization_id,catalogue_kind,event_type,event_label,n_events,rayleigh_pre_n_phase_events_used,rayleigh_pre_n_extrapolated,rayleigh_pre_mean_phase_deg,rayleigh_pre_mean_resultant_length,rayleigh_pre_z,rayleigh_pre_p_value,n_hazard_bins_after_history_filter,n_hazard_events_after_history_filter,precession_phase_after_adjusted_climate_LR_statistic,precession_phase_after_adjusted_climate_LR_p_value,precession_phase_after_adjusted_climate_delta_AICc,precession_phase_after_adjusted_climate_bits_per_event,full_vs_adjusted_baseline_LR_statistic,full_vs_adjusted_baseline_LR_p_value,full_vs_adjusted_baseline_delta_AICc,full_model_converged,full_model_log_likelihood,adjusted_climate_model_log_likelihood,adjusted_baseline_log_likelihood,stationary_log_likelihood,full_model_pre_phase_preferred_deg,full_model_pre_phase_rate_ratio_max_vs_min
280,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,17.022612134403474,0.21245674974215067,4.333235569055889,0.012776294098851686,3175,95,15.392853081280464,0.00045444823708246627,-11.376421800309572,0.11687996213418803,29.170416589547926,7.2183366205772185e-06,-21.142620481445192,True,-407.91810862944726,-415.6145351700875,-422.5033169242212,-428.3726718739941,354.4924605803617,3.3921952249945595
280,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,218.58151017329294,0.25576968495454316,6.541813174174626,0.0013351201127322118,3175,98,15.982264620161345,0.0003384506352472113,-11.965833339190453,0.11764047913103012,38.059928395283464,1.0891099636295008e-07,-30.03213228718073,True,-415.2198614617341,-423.2109937718148,-434.24982565937586,-438.853352400311,221.8957957658226,3.4031093203131504
281,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,14.721623435426666,0.212935224443595,4.352775341649041,0.012524670789781618,3175,95,14.312929503764167,0.0007798064953974263,-10.296498222793275,0.10867996008249418,26.588337547485935,2.4075469529167065e-05,-18.5605414393832,True,-409.340753468458,-416.4972182203401,-422.63492224220096,-428.37267187399226,356.76144987395554,3.2614600016752333
281,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,224.92252466108135,0.2645655417082054,6.9994925859356165,0.0008331112251512096,3175,98,17.595185592853568,0.0001510963573642121,-13.578754311882676,0.12951268876699376,37.24118566046877,1.606539505026244e-07,-29.21338955236604,True,-416.46894911322147,-425.26654190964825,-435.08954194345586,-439.54649958086725,230.11608326598332,3.6342224328334107
282,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,18.775595445156004,0.259772546060746,6.478250465940711,0.0014207458733029503,3175,95,20.58225787357992,3.3932783812085196e-05,-16.565826592609028,0.15628379665532405,33.114663099803465,1.1316204396260444e-06,-25.08686699170073,True,-404.4992283675293,-414.7903573043193,-421.05655991743106,-428.372671873992,1.1891897836783838,4.204418341514906
282,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,222.45092246502418,0.2485227002865615,6.1763532557724075,0.001944045437682674,3175,98,15.470896728170942,0.00043705637610441043,-11.45446544720005,0.11387645912161995,38.9897918339276,7.000353882862048e-08,-30.961995725824863,True,-413.84003761038883,-421.5754859744743,-433.33493352735263,-438.85335240030736,227.2719354377375,3.3582458698061863
283,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,27.025810205770284,0.2155172932855743,4.458979555693464,0.01124079609052425,3175,95,13.271457428655708,0.0013126218701941517,-9.255026147684816,0.10077192535626624,27.128009272534314,1.8728734904118996e-05,-19.10021316443158,True,-408.66519473622736,-415.3009234505552,-422.2291993724945,-428.3726718739937,6.328333318047402,3.0620881163746634
283,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,213.25160541855186,0.22644655764131916,5.127804346760327,0.005690414432805402,3175,99,12.646353594543939,0.0017942345235518711,-8.629922313573047,0.09214561422311544,35.210075414312996,4.205908541690551e-07,-27.182279306210262,True,-420.99304111089043,-427.3162179081624,-438.59807881804693,-442.3263630580282,220.0804673763997,2.921798280753819
284,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,21.72785734419165,0.21943531696015198,4.622578399622627,0.009514620484436192,3175,95,14.816924382840625,0.0006061020471587697,-10.800493101869733,0.11250685962289966,27.506170184613893,1.5703406845977252e-05,-19.47837407651116,True,-409.81854665373896,-417.2270088451593,-423.5716317460459,-428.37267187399544,1.9730603839131684,3.2923067050457164
284,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,224.22396932889808,0.22569754397272415,5.0939381355319755,0.005890684649277806,3175,98,12.95729371036532,0.001535887552133915,-8.940862429394429,0.0953746090779888,32.83775017002438,1.289416597696395e-06,-24.809954061921644,True,-418.7561929993486,-425.2348398545313,-435.1750680843608,-438.8533524003089,232.72015185770235,2.992365409660146
285,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,25.553056920750446,0.26056021550069447,6.51759608656976,0.0013643093710706438,3175,95,19.149353056224072,6.9465764206133e-05,-15.13292177525318,0.14540356152866518,30.331684917487337,4.189446501229815e-06,-22.303888809384603,True,-406.784802875285,-416.359479403397,-421.95064533402865,-428.3726718739947,6.791905324144323,3.9232741984633432
285,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,216.01972534896592,0.19725781991730593,3.89106475185283,0.020044273144973104,3175,99,10.118255451042728,0.006351096997276927,-6.101824170071836,0.07372503515993467,37.03985909713663,1.7675635522901904e-07,-29.012062989033893,True,-419.08447782303705,-424.1436055485584,-437.60440737160536,-442.3263630580282,225.44377336510752,2.5919967690236523
286,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,18.564048744597972,0.2143220000142365,4.4096562902498295,0.011819901896469562,3175,95,14.618689330033817,0.0006692554949310737,-10.602258049062925,0.1110016347407168,27.386149895835047,1.660679420118221e-05,-19.358353787732312,True,-407.35501561379084,-414.66436027880775,-421.04809056170836,-428.372671873993,358.3094091917611,3.3115640989191197
286,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,220.46827701882086,0.21100581146585703,4.45234524723648,0.011330494908838324,3175,99,12.645116669575145,0.0017953445335072745,-8.628685388604254,0.09213660156898196,37.4528892870087,1.4529719953372302e-07,-29.425093178905968,True,-417.89171238365066,-424.21427071843823,-436.618157027155,-442.3263630580271,228.12249758452666,2.945512121025483
287,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,23.6409328163637,0.25941730229799803,6.460544326230806,0.001446894948215263,3175,95,21.525355435427514,2.1175245625334653e-05,-17.508924154456622,0.16344486073717668,35.763230625900746,3.237071463880579e-07,-27.735434517798012,True,-404.0505695253849,-414.81324724309866,-421.9321848383353,-428.3726718739946,2.518856718975283,4.385149399920873
287,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,213.93789432556017,0.23548619431952794,5.545374771509447,0.0037128111747444844,3175,99,14.556875617496644,0.0006902630447477883,-10.540444336525752,0.10606632456666604,40.32120412056565,3.7144096027975324e-08,-32.29340801246292,True,-417.32873069322545,-424.6071685019738,-437.4893327535083,-442.32636305802765,221.08399032337627,3.193183754862477
288,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,19.44303945543282,0.2336932628384718,5.242803945224742,0.005050112797968652,3175,95,18.29130213816802,0.00010668275126642576,-14.27487085719713,0.1388882678217721,31.666601696092357,2.2379691556952015e-06,-23.638805587989623,True,-409.32161722313225,-418.46726829221626,-425.15491807117843,-428.3726718739945,357.9392815424017,3.8264230071265253
288,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,225.33093220720244,0.23302519501912985,5.43007415137035,0.004177806440087354,3175,98,12.86186905830391,0.0016109446560691992,-8.845437777333018,0.09467221789274619,32.41773859281443,1.571555933797585e-06,-24.389942484711696,True,-416.7844411913728,-423.2153757205248,-432.99331048778004,-438.8533524003086,232.29831788449275,3.008924557040286
289,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,14.279831057907122,0.2615605140940111,6.567734643179844,0.0012956116186020584,3175,95,20.143278028396708,4.226129028418378e-05,-16.126846747425816,0.1529505648358713,34.031317242704745,7.342492280509796e-07,-26.00352113460201,True,-404.5674967754567,-414.63913578965503,-421.58315539680905,-428.3726718739939,357.5260566487837,4.102897346273042
289,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,222.85428012585842,0.24327836964451294,5.918436513689227,0.00253326076889349,3175,99,16.33971546767532,0.0002830582831956165,-12.323284186704427,0.11905669936743371,37.95206160071882,1.1463671537163947e-07,-29.924265492616087,True,-420.0426998200032,-428.21255755384084,-439.0187306203626,-442.3263630580266,229.63414500148644,3.484650930153728
290,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,8.536398943672394,0.24953911263234843,5.977897798400628,0.002377058152749834,3175,95,19.828600388409086,4.946228024098423e-05,-15.812169107438194,0.15056117604277242,33.57927813827928,9.089071837389182e-07,-25.551482030176544,True,-406.4884326549394,-416.40273284914394,-423.27807172407904,-428.37267187399124,352.3027079974313,4.074304971102397
290,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,234.27846366453088,0.23031278166345054,5.304397739755624,0.004750831550841529,3175,98,14.65696164557869,0.0006565702764613387,-10.640530364607798,0.10788533612538835,33.949409152034946,7.632050440029283e-07,-25.92161304393221,True,-418.89155543414535,-426.2200362569347,-435.8662600101628,-438.8533524003099,242.46405919658903,3.233287889918252
291,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,19.921785879332024,0.24145966914457048,5.597066095046923,0.0035135930261924134,3175,95,17.22662514933677,0.0001816711134307259,-13.210193868365877,0.13080403512737504,29.006448763483604,7.793844092141203e-06,-20.97865265538087,True,-408.99900256282194,-417.6123151374903,-423.50222694456374,-428.3726718739946,1.603247419102825,3.6894297923599555
291,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,229.13051774217033,0.24207466552053117,5.860014368687704,0.0026896835299319174,3175,98,15.040959054382029,0.0005418726608598858,-11.024527773411137,0.11071182162230055,36.5053832269391,2.2774466214287953e-07,-28.477587118836368,True,-415.75994267032195,-423.28042219751296,-434.0126342837915,-438.8533524003103,236.1793686473898,3.268691290948919
292,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,20.12052816855907,0.22470370796219682,4.847208611708183,0.007566044234006354,3175,95,16.084539093501462,0.00032157828434224315,-12.06810781253057,0.12213202518515381,26.94919076395763,2.0354667487774378e-05,-18.921394655854897,True,-411.1577865359835,-419.20005608273425,-424.63238191796233,-428.37267187399357,359.1233759526836,3.47809726690847
292,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,224.40045877875045,0.23768704787723677,5.6495132728595845,0.00333727083738243,3175,99,15.489908012935757,0.00043292155767902856,-11.473476731964865,0.11286471451559915,40.54319723443052,3.341617300284471e-08,-32.51540112632779,True,-416.1855313125517,-423.93048531901957,-436.45712992976695,-442.32636305802777,229.34844181097046,3.311316158885237
293,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,25.145616401320424,0.21801364262567371,4.562875043607837,0.010111660874772499,3175,94,16.17220306669799,0.00030778731988938393,-12.155771785727097,0.12410402747114084,28.35096988118528,1.0587847809056973e-05,-20.323173773082544,True,-406.2988793678561,-414.3849809012051,-420.47436430844874,-424.8582041313387,4.651285804911129,3.5140466633143075
293,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,222.13264536451481,0.18564369459298735,3.4463581342134364,0.03146047273221887,3175,98,8.774641991615113,0.012433995366190184,-4.758210710644221,0.06458741064734276,36.75231769950551,2.0258314041664816e-07,-28.724521591402777,True,-416.6275344450801,-421.01485544088763,-435.00369329483283,-439.54649958086895,233.55892642536944,2.4318684464008684
294,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,16.95555697453857,0.18158372727812644,3.1653744011728318,0.04178882922832745,3175,95,11.989660987181196,0.0024915992799119714,-7.973229706210304,0.09103907604287466,25.390093633104016,4.199279108154006e-05,-17.36229752500128,True,-410.3446384666913,-416.3394689602819,-423.03968528324333,-428.3726718739912,355.5697060926441,2.8893386436547157
294,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,227.0666664046284,0.21481463840445433,4.614532887283647,0.009605636530171472,3175,99,13.817027044832912,0.0009992420439595912,-9.80059576386202,0.10067553736065217,37.62479472898815,1.3391112635227176e-07,-29.596998620885415,True,-420.5928115468274,-427.5013250692439,-439.4052089113215,-442.326363058028,234.65960726814987,3.068401961658868
295,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,25.50669713541202,0.2119334265973939,4.311914621694043,0.013056593803574509,3175,95,13.734289178546646,0.0010414465807415084,-9.717857897575755,0.10428626783170633,29.149106615005394,7.290671356857523e-06,-21.12131050690266,True,-407.826906248602,-414.6940508378753,-422.40145955610467,-428.37267187399357,2.4390664573286016,3.1135320259807937
295,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,232.42850819128725,0.21825392465452587,4.763477562710346,0.008252888674947034,3175,98,12.25922416652179,0.002177425456690278,-8.242792885550898,0.0902363362764649,38.29831389530534,9.724867308010878e-08,-30.270517787202607,True,-414.97907069529094,-421.10868277855184,-434.1282276429436,-438.8533524003086,237.17632184716,2.8963576964046367
296,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,19.49440591458855,0.23461738821883824,5.28435061004439,0.0048399421494978905,3175,95,18.252093825264865,0.00010879481155072516,-14.235662544293973,0.13859055393447206,32.97628955073583,1.2079068583815392e-06,-24.948493442633094,True,-406.29223287334275,-415.4182797859752,-422.78037764871067,-428.3726718739947,358.52260334328935,3.8243660386321263
296,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,224.1492064494195,0.23105025332054435,5.338421955948772,0.00458839570826198,3175,98,12.830812703420861,0.0016361549186875621,-8.81438142244997,0.09444362172347139,30.98964017265098,3.076328588032078e-06,-22.961844064548245,True,-419.9815699347895,-426.3969762864999,-435.476390021115,-438.85335240030963,230.70961061006528,2.990049687564531
297,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,18.78387328200813,0.2577547480120554,6.378000971784784,0.001575256351979005,3175,95,20.58984762373052,3.380425716209492e-05,-16.57341634275963,0.15634142662850228,33.85645548941784,7.974463278976848e-07,-25.828659381315106,True,-406.66753975169513,-416.9624635635604,-423.59576749640405,-428.37267187399596,359.23107445159246,4.218507659647606
297,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,233.3353253238193,0.20642669973544692,4.261198236366836,0.013762583216623828,3175,98,12.696997055921884,0.0017493717981806726,-8.680565774950992,0.09345864636102177,36.00471688318328,2.8872379235869886e-07,-27.976920775080544,True,-415.5015313314588,-421.85002985941975,-433.50388977305045,-438.85335240031117,239.63840114372343,2.962055837781337
298,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,21.028717505416452,0.2276515629213086,4.975222473649394,0.006638918258287176,3175,94,18.977214346142887,7.570948008437848e-05,-14.960783065171995,0.14562943099503847,33.703465813375374,8.571676428365242e-07,-25.67566970527264,True,-399.64661321991724,-409.1352203929887,-416.49834612660493,-424.85820413133627,359.68120223198787,3.8534609448264727
298,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,218.350940895401,0.21011004351716717,4.414623038678588,0.01177393663886607,3175,99,12.776255247856284,0.001681401471788805,-8.759823966885392,0.09309212165259523,37.91932500799635,1.1643308089759391e-07,-29.891528899893615,True,-419.2844710487247,-425.67259867265284,-438.2441335527229,-442.3263630580285,226.1425894468861,2.95559500737679
299,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,19.160921895024373,0.25228656916613396,6.110257246235376,0.0020747773991191738,3175,95,20.512656345209393,3.513445895030206e-05,-16.4962250642385,0.1557553030773322,33.52854317897584,9.309294293853046e-07,-25.500747070873103,True,-404.54179586049275,-414.79812403309745,-421.3060674499807,-428.37267187399243,359.0929597873694,4.17790935540711
299,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,227.55330279857907,0.24940013768884112,6.220042867921291,0.0018587237503766103,3175,98,16.224659462825684,0.000299819559854748,-12.208228181854793,0.11942467217923881,41.96798486616183,1.6938480321144714e-08,-33.940188758059094,True,-411.53278161667674,-419.6451113480896,-432.51677404975766,-438.85335240030844,231.94977166736848,3.4420472325847786
300,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,23.58435107703871,0.2324819063324188,5.188592330107733,0.005338056698597388,3175,95,16.322993059637383,0.00028543491314885123,-12.306561778666492,0.12394263757686222,28.465309832235334,1.0037189201323912e-05,-20.4375137241326,True,-408.3619838020994,-416.5234803319181,-422.5946387182171,-428.37267187399476,3.6343056190232357,3.5490098324763393
300,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,218.14071022970106,0.2322938721502932,5.396044303857677,0.00432580481928597,3175,98,13.481706001169869,0.0011816387880298474,-9.465274720198977,0.09923464485005483,34.61620426462139,5.569677874191978e-07,-26.588408156518653,True,-417.82688628076596,-424.5677392813509,-435.13498841307666,-438.85335240030975,221.4882390593314,3.0721189670980737
